PLATZ_ID,REGAL,FACH,EBENE,UTILIZATION,HEATMAP_COLOR
032904005,29,40,5,0.0,GREEN
034805204,48,52,4,0.0,GREEN
032606603,26,66,3,0.0,GREEN
032507401,25,74,1,100.0,RED
032507406,25,74,6,0.0,GREEN
032507601,25,76,1,100.0,RED
032507606,25,76,6,0.0,GREEN
032507806,25,78,6,0.0,GREEN
031105303,11,53,3,0.0,GREEN
032508006,25,80,6,100.0,RED
032508106,25,81,6,0.0,GREEN
032508206,25,82,6,0.0,GREEN
032508406,25,84,6,0.0,GREEN
032508606,25,86,6,0.0,GREEN
032600103,26,1,3,0.0,GREEN
032600104,26,1,4,0.0,GREEN
032600203,26,2,3,0.0,GREEN
032600204,26,2,4,0.0,GREEN
032600205,26,2,5,0.0,GREEN
032600206,26,2,6,0.0,GREEN
032600305,26,3,5,0.0,GREEN
032600306,26,3,6,0.0,GREEN
032600403,26,4,3,0.0,GREEN
032600406,26,4,6,0.0,GREEN
032607703,26,77,3,0.0,GREEN
032607704,26,77,4,0.0,GREEN
032607705,26,77,5,0.0,GREEN
032607803,26,78,3,100.0,RED
032607804,26,78,4,0.0,GREEN
032607805,26,78,5,0.0,GREEN
032607806,26,78,6,0.0,GREEN
032607904,26,79,4,0.0,GREEN
032607905,26,79,5,0.0,GREEN
032607906,26,79,6,0.0,GREEN
032608003,26,80,3,100.0,RED
032608004,26,80,4,0.0,GREEN
032608005,26,80,5,0.0,GREEN
032608006,26,80,6,0.0,GREEN
032608206,26,82,6,0.0,GREEN
032608406,26,84,6,100.0,RED
032608606,26,86,6,100.0,RED
032608806,26,88,6,0.0,GREEN
032609206,26,92,6,0.0,GREEN
032700103,27,1,3,0.0,GREEN
032700105,27,1,5,0.0,GREEN
032700203,27,2,3,0.0,GREEN
032700204,27,2,4,0.0,GREEN
032700205,27,2,5,0.0,GREEN
032700206,27,2,6,0.0,GREEN
032700306,27,3,6,0.0,GREEN
032700403,27,4,3,100.0,RED
032700406,27,4,6,0.0,GREEN
032702705,27,27,5,0.0,GREEN
032702706,27,27,6,0.0,GREEN
031003202,10,32,2,0.0,GREEN
030202804,02,28,4,0.0,GREEN
031306304,13,63,4,100.0,RED
031506905,15,69,5,100.0,RED
031306505,13,65,5,0.0,GREEN
031002105,10,21,5,0.0,GREEN
030703505,07,35,5,0.0,GREEN
032707703,27,77,3,100.0,RED
032707705,27,77,5,0.0,GREEN
032707706,27,77,6,0.0,GREEN
032707804,27,78,4,0.0,GREEN
032707805,27,78,5,0.0,GREEN
032707806,27,78,6,0.0,GREEN
032707903,27,79,3,100.0,RED
032707904,27,79,4,100.0,RED
032707905,27,79,5,0.0,GREEN
032707906,27,79,6,0.0,GREEN
032602901,26,29,1,100.0,RED
032704805,27,48,5,0.0,GREEN
032001004,20,10,4,100.0,RED
030902903,09,29,3,0.0,GREEN
030801602,08,16,2,0.0,GREEN
032303601,23,36,1,100.0,RED
034707304,47,73,4,0.0,GREEN
034706903,47,69,3,100.0,RED
034606804,46,68,4,100.0,RED
030604303,06,43,3,0.0,GREEN
030806702,08,67,2,0.0,GREEN
031605503,16,55,3,100.0,RED
030806704,08,67,4,0.0,GREEN
030703006,07,30,6,0.0,GREEN
031006503,10,65,3,0.0,GREEN
032702105,27,21,5,0.0,GREEN
030400204,04,2,4,0.0,GREEN
031700103,17,1,3,0.0,GREEN
032603606,26,36,6,0.0,GREEN
031202402,12,24,2,0.0,GREEN
030203102,02,31,2,0.0,GREEN
032800606,28,6,6,0.0,GREEN
032102702,21,27,2,0.0,GREEN
030402004,04,20,4,0.0,GREEN
030900902,09,9,2,0.0,GREEN
030603604,06,36,4,0.0,GREEN
031801201,18,12,1,100.0,RED
032708003,27,80,3,0.0,GREEN
032708004,27,80,4,0.0,GREEN
032708005,27,80,5,0.0,GREEN
032708006,27,80,6,0.0,GREEN
032800103,28,1,3,0.0,GREEN
032800104,28,1,4,0.0,GREEN
032800105,28,1,5,0.0,GREEN
032800106,28,1,6,0.0,GREEN
032800203,28,2,3,100.0,RED
032800204,28,2,4,0.0,GREEN
032800205,28,2,5,0.0,GREEN
032800206,28,2,6,0.0,GREEN
031505504,15,55,4,0.0,GREEN
030705904,07,59,4,0.0,GREEN
031504205,15,42,5,0.0,GREEN
030402604,04,26,4,0.0,GREEN
030900602,09,6,2,0.0,GREEN
032905706,29,57,6,0.0,GREEN
030101002,01,10,2,100.0,RED
030100201,01,2,1,100.0,RED
030301704,03,17,4,0.0,GREEN
030402804,04,28,4,0.0,GREEN
032906706,29,67,6,100.0,RED
030803403,08,34,3,0.0,GREEN
030805004,08,50,4,0.0,GREEN
031101105,11,11,5,0.0,GREEN
032800506,28,5,6,100.0,RED
034803703,48,37,3,0.0,GREEN
031204501,12,45,1,0.0,GREEN
032705903,27,59,3,100.0,RED
032300503,23,5,3,100.0,RED
032204806,22,48,6,100.0,RED
030901304,09,13,4,0.0,GREEN
031002504,10,25,4,0.0,GREEN
031700102,17,1,2,0.0,GREEN
031100105,11,1,5,0.0,GREEN
030705905,07,59,5,0.0,GREEN
031103206,11,32,6,0.0,GREEN
031607003,16,70,3,0.0,GREEN
031405204,14,52,4,0.0,GREEN
031606404,16,64,4,100.0,RED
031201105,12,11,5,0.0,GREEN
030602303,06,23,3,0.0,GREEN
031402906,14,29,6,0.0,GREEN
031401303,14,13,3,100.0,RED
030401703,04,17,3,0.0,GREEN
031401404,14,14,4,0.0,GREEN
031106204,11,62,4,0.0,GREEN
032305106,23,51,6,100.0,RED
032106405,21,64,5,100.0,RED
030302306,03,23,6,0.0,GREEN
032800306,28,3,6,0.0,GREEN
032800403,28,4,3,0.0,GREEN
031503802,15,38,2,0.0,GREEN
031606705,16,67,5,100.0,RED
032103504,21,35,4,100.0,RED
032202703,22,27,3,0.0,GREEN
034806103,48,61,3,0.0,GREEN
032804802,28,48,2,100.0,RED
032604601,26,46,1,100.0,RED
032001504,20,15,4,100.0,RED
032201100,22,11,0,0.0,GREEN
030701105,07,11,5,0.0,GREEN
030500902,05,9,2,0.0,GREEN
030803804,08,38,4,0.0,GREEN
030704002,07,40,2,0.0,GREEN
031000903,10,9,3,0.0,GREEN
030102400,01,24,0,100.0,RED
032504001,25,40,1,100.0,RED
031804703,18,47,3,0.0,GREEN
031406302,14,63,2,100.0,RED
032707302,27,73,2,100.0,RED
031605803,16,58,3,100.0,RED
031604203,16,42,3,100.0,RED
030905602,09,56,2,0.0,GREEN
031600504,16,5,4,100.0,RED
031106605,11,66,5,0.0,GREEN
030703302,07,33,2,0.0,GREEN
032102502,21,25,2,100.0,RED
032105203,21,52,3,100.0,RED
032301104,23,11,4,0.0,GREEN
032004903,20,49,3,100.0,RED
032004905,20,49,5,100.0,RED
030401100,04,11,0,200.0,RED
034604802,46,48,2,0.0,GREEN
032305903,23,59,3,100.0,RED
034704302,47,43,2,0.0,GREEN
034605702,46,57,2,0.0,GREEN
034604702,46,47,2,100.0,RED
032508301,25,83,1,100.0,RED
032802703,28,27,3,0.0,GREEN
032106804,21,68,4,100.0,RED
030904202,09,42,2,0.0,GREEN
030604604,06,46,4,0.0,GREEN
032003504,20,35,4,100.0,RED
032001301,20,13,1,100.0,RED
032800601,28,6,1,100.0,RED
032801801,28,18,1,100.0,RED
032802101,28,21,1,100.0,RED
032802401,28,24,1,100.0,RED
032802705,28,27,5,0.0,GREEN
032803001,28,30,1,100.0,RED
032803301,28,33,1,100.0,RED
032803601,28,36,1,100.0,RED
032803901,28,39,1,100.0,RED
032804201,28,42,1,100.0,RED
032804801,28,48,1,100.0,RED
032805101,28,51,1,100.0,RED
032805401,28,54,1,100.0,RED
032805701,28,57,1,0.0,GREEN
032806001,28,60,1,100.0,RED
032807703,28,77,3,0.0,GREEN
032807704,28,77,4,100.0,RED
032807705,28,77,5,0.0,GREEN
032807706,28,77,6,0.0,GREEN
032807803,28,78,3,100.0,RED
032807804,28,78,4,0.0,GREEN
032807805,28,78,5,0.0,GREEN
032807806,28,78,6,0.0,GREEN
032807905,28,79,5,0.0,GREEN
032807906,28,79,6,0.0,GREEN
032808003,28,80,3,100.0,RED
032808004,28,80,4,100.0,RED
032808005,28,80,5,100.0,RED
032808006,28,80,6,0.0,GREEN
032900103,29,1,3,0.0,GREEN
032900104,29,1,4,0.0,GREEN
032900105,29,1,5,0.0,GREEN
032900106,29,1,6,0.0,GREEN
032900203,29,2,3,0.0,GREEN
032900204,29,2,4,0.0,GREEN
032900205,29,2,5,0.0,GREEN
032900403,29,4,3,0.0,GREEN
032900404,29,4,4,0.0,GREEN
032900405,29,4,5,0.0,GREEN
032900506,29,5,6,0.0,GREEN
032900601,29,6,1,100.0,RED
032900706,29,7,6,100.0,RED
032900901,29,9,1,100.0,RED
032901201,29,12,1,0.0,GREEN
032901501,29,15,1,100.0,RED
032901801,29,18,1,0.0,GREEN
032902101,29,21,1,100.0,RED
032902401,29,24,1,100.0,RED
032902602,29,26,2,0.0,GREEN
032902702,29,27,2,0.0,GREEN
032903001,29,30,1,0.0,GREEN
032903301,29,33,1,100.0,RED
032903601,29,36,1,100.0,RED
032903901,29,39,1,100.0,RED
032904201,29,42,1,0.0,GREEN
032904501,29,45,1,100.0,RED
032904801,29,48,1,100.0,RED
031502803,15,28,3,0.0,GREEN
032500802,25,8,2,0.0,GREEN
032902105,29,21,5,0.0,GREEN
031604703,16,47,3,0.0,GREEN
031004404,10,44,4,0.0,GREEN
030201603,02,16,3,0.0,GREEN
032202001,22,20,1,100.0,RED
031606706,16,67,6,100.0,RED
032503500,25,35,0,100.0,RED
031901700,19,17,0,100.0,RED
030503004,05,30,4,0.0,GREEN
031002204,10,22,4,0.0,GREEN
030201405,02,14,5,0.0,GREEN
030401600,04,16,0,100.0,RED
030503202,05,32,2,0.0,GREEN
032701804,27,18,4,0.0,GREEN
032301103,23,11,3,100.0,RED
032206806,22,68,6,100.0,RED
034606003,46,60,3,100.0,RED
034606204,46,62,4,100.0,RED
034606304,46,63,4,100.0,RED
034606403,46,64,3,0.0,GREEN
034606904,46,69,4,100.0,RED
034606404,46,64,4,100.0,RED
030702402,07,24,2,0.0,GREEN
031003104,10,31,4,0.0,GREEN
030902105,09,21,5,0.0,GREEN
032105704,21,57,4,100.0,RED
032103703,21,37,3,100.0,RED
032703103,27,31,3,100.0,RED
032804103,28,41,3,0.0,GREEN
032205303,22,53,3,100.0,RED
034805405,48,54,5,0.0,GREEN
030703105,07,31,5,0.0,GREEN
032204805,22,48,5,100.0,RED
031504904,15,49,4,0.0,GREEN
032503605,25,36,5,100.0,RED
034802706,48,27,6,0.0,GREEN
032501602,25,16,2,100.0,RED
031401302,14,13,2,0.0,GREEN
032200704,22,7,4,100.0,RED
031100703,11,7,3,0.0,GREEN
031106406,11,64,6,0.0,GREEN
030607003,06,70,3,0.0,GREEN
030901806,09,18,6,0.0,GREEN
031306006,13,60,6,0.0,GREEN
031402405,14,24,5,0.0,GREEN
031401806,14,18,6,0.0,GREEN
030806002,08,60,2,0.0,GREEN
032802403,28,24,3,100.0,RED
031100406,11,4,6,0.0,GREEN
031400705,14,7,5,0.0,GREEN
030400806,04,8,6,0.0,GREEN
030605504,06,55,4,0.0,GREEN
031506505,15,65,5,200.0,RED
031602505,16,25,5,100.0,RED
030300904,03,9,4,0.0,GREEN
034802005,48,20,5,0.0,GREEN
031300606,13,6,6,0.0,GREEN
030501706,05,17,6,0.0,GREEN
031406906,14,69,6,0.0,GREEN
032207206,22,72,6,100.0,RED
032302906,23,29,6,0.0,GREEN
032806603,28,66,3,100.0,RED
032905104,29,51,4,0.0,GREEN
032904704,29,47,4,100.0,RED
034604602,46,46,2,100.0,RED
032503506,25,35,6,100.0,RED
032103904,21,39,4,100.0,RED
032303001,23,30,1,100.0,RED
030800904,08,9,4,0.0,GREEN
031003306,10,33,6,0.0,GREEN
032104004,21,40,4,0.0,GREEN
030806802,08,68,2,0.0,GREEN
032405401,24,54,1,0.0,GREEN
031906304,19,63,4,100.0,RED
032605202,26,52,2,100.0,RED
031502003,15,20,3,100.0,RED
032903603,29,36,3,0.0,GREEN
032305604,23,56,4,100.0,RED
034605802,46,58,2,100.0,RED
031304705,13,47,5,0.0,GREEN
032106701,21,67,1,100.0,RED
032905002,29,50,2,0.0,GREEN
032908804,29,88,4,100.0,RED
031101604,11,16,4,0.0,GREEN
032808102,28,81,2,100.0,RED
031206304,12,63,4,0.0,GREEN
031506203,15,62,3,100.0,RED
031904304,19,43,4,0.0,GREEN
031904905,19,49,5,0.0,GREEN
031906503,19,65,3,100.0,RED
030803203,08,32,3,0.0,GREEN
034605402,46,54,2,100.0,RED
034605602,46,56,2,100.0,RED
034605902,46,59,2,100.0,RED
034606001,46,60,1,100.0,RED
034606103,46,61,3,100.0,RED
034606202,46,62,2,100.0,RED
034606402,46,64,2,0.0,GREEN
034606501,46,65,1,100.0,RED
034606502,46,65,2,100.0,RED
030301304,03,13,4,0.0,GREEN
034606702,46,67,2,100.0,RED
034606802,46,68,2,100.0,RED
034607001,46,70,1,100.0,RED
034706501,47,65,1,100.0,RED
034706801,47,68,1,0.0,GREEN
030902306,09,23,6,0.0,GREEN
031700601,17,6,1,100.0,RED
030401706,04,17,6,0.0,GREEN
030202906,02,29,6,0.0,GREEN
030902505,09,25,5,0.0,GREEN
031402103,14,21,3,0.0,GREEN
030302403,03,24,3,0.0,GREEN
032406203,24,62,3,100.0,RED
032600803,26,8,3,100.0,RED
031402803,14,28,3,100.0,RED
031407004,14,70,4,100.0,RED
031806902,18,69,2,100.0,RED
031306502,13,65,2,200.0,RED
031202706,12,27,6,0.0,GREEN
031901102,19,11,2,100.0,RED
031206006,12,60,6,0.0,GREEN
030300506,03,5,6,0.0,GREEN
030800805,08,8,5,0.0,GREEN
030202102,02,21,2,0.0,GREEN
031400205,14,2,5,0.0,GREEN
031506602,15,66,2,100.0,RED
030705303,07,53,3,0.0,GREEN
031404403,14,44,3,100.0,RED
031300604,13,6,4,0.0,GREEN
031201005,12,10,5,0.0,GREEN
031204804,12,48,4,0.0,GREEN
030802204,08,22,4,0.0,GREEN
030300303,03,3,3,0.0,GREEN
031605804,16,58,4,100.0,RED
032106605,21,66,5,0.0,GREEN
030202703,02,27,3,0.0,GREEN
030803602,08,36,2,0.0,GREEN
031604503,16,45,3,100.0,RED
030705005,07,50,5,0.0,GREEN
032503601,25,36,1,100.0,RED
030102101,01,21,1,100.0,RED
030401605,04,16,5,0.0,GREEN
032606105,26,61,5,0.0,GREEN
030203302,02,33,2,0.0,GREEN
031900803,19,8,3,100.0,RED
032706403,27,64,3,0.0,GREEN
032503803,25,38,3,100.0,RED
032405504,24,55,4,100.0,RED
034605601,46,56,1,100.0,RED
032302204,23,22,4,100.0,RED
031902604,19,26,4,0.0,GREEN
031105806,11,58,6,0.0,GREEN
030605404,06,54,4,0.0,GREEN
031405804,14,58,4,100.0,RED
031302805,13,28,5,100.0,RED
031004306,10,43,6,0.0,GREEN
032101603,21,16,3,100.0,RED
032802202,28,22,2,100.0,RED
031100705,11,7,5,0.0,GREEN
030600405,06,4,5,0.0,GREEN
030907701,09,77,1,0.0,GREEN
030907801,09,78,1,0.0,GREEN
030502606,05,26,6,0.0,GREEN
031504402,15,44,2,100.0,RED
030502605,05,26,5,0.0,GREEN
030503403,05,34,3,0.0,GREEN
032703803,27,38,3,100.0,RED
034800504,48,5,4,0.0,GREEN
032104106,21,41,6,0.0,GREEN
032504604,25,46,4,100.0,RED
034504805,45,48,5,0.0,GREEN
032907301,29,73,1,100.0,RED
031504602,15,46,2,200.0,RED
030700105,07,1,5,0.0,GREEN
031401104,14,11,4,100.0,RED
030701505,07,15,5,0.0,GREEN
031305304,13,53,4,0.0,GREEN
032506401,25,64,1,100.0,RED
031506502,15,65,2,200.0,RED
031306306,13,63,6,0.0,GREEN
030901205,09,12,5,0.0,GREEN
034604405,46,44,5,0.0,GREEN
031805202,18,52,2,0.0,GREEN
032006301,20,63,1,100.0,RED
030601903,06,19,3,0.0,GREEN
032604102,26,41,2,100.0,RED
030705600,07,56,0,200.0,RED
031305104,13,51,4,100.0,RED
030903904,09,39,4,0.0,GREEN
031003703,10,37,3,0.0,GREEN
031703700,17,37,0,100.0,RED
032305006,23,50,6,0.0,GREEN
032605402,26,54,2,100.0,RED
031403803,14,38,3,0.0,GREEN
030301903,03,19,3,0.0,GREEN
034605102,46,51,2,100.0,RED
034803400,48,34,0,0.0,GREEN
032908000,29,80,0,0.0,GREEN
032601704,26,17,4,100.0,RED
032001206,20,12,6,100.0,RED
032703301,27,33,1,100.0,RED
032802302,28,23,2,0.0,GREEN
032507303,25,73,3,100.0,RED
032908905,29,89,5,0.0,GREEN
032204706,22,47,6,0.0,GREEN
031406610,14,66,10,0.0,GREEN
030803806,08,38,6,0.0,GREEN
031403905,14,39,5,0.0,GREEN
034800402,48,4,2,0.0,GREEN
031701602,17,16,2,300.0,RED
031601404,16,14,4,0.0,GREEN
032401902,24,19,2,0.0,GREEN
031805801,18,58,1,100.0,RED
030705102,07,51,2,0.0,GREEN
031306203,13,62,3,100.0,RED
030704005,07,40,5,0.0,GREEN
031104102,11,41,2,0.0,GREEN
031900606,19,6,6,0.0,GREEN
030300802,03,8,2,0.0,GREEN
031702201,17,22,1,100.0,RED
031204706,12,47,6,0.0,GREEN
034605202,46,52,2,100.0,RED
032202500,22,25,0,0.0,GREEN
032206606,22,66,6,100.0,RED
032004702,20,47,2,100.0,RED
031902203,19,22,3,100.0,RED
032501002,25,10,2,100.0,RED
034806411,48,64,11,0.0,GREEN
032305605,23,56,5,100.0,RED
034802502,48,25,2,0.0,GREEN
032001603,20,16,3,100.0,RED
032200803,22,8,3,0.0,GREEN
034803801,48,38,1,0.0,GREEN
034806402,48,64,2,0.0,GREEN
032303410,23,34,10,0.0,GREEN
032607602,26,76,2,100.0,RED
032709001,27,90,1,100.0,RED
032804602,28,46,2,100.0,RED
032301902,23,19,2,100.0,RED
032102304,21,23,4,100.0,RED
034606102,46,61,2,0.0,GREEN
034604902,46,49,2,100.0,RED
032001605,20,16,5,100.0,RED
030903603,09,36,3,0.0,GREEN
032203304,22,33,4,100.0,RED
030302204,03,22,4,0.0,GREEN
031104106,11,41,6,0.0,GREEN
030907901,09,79,1,0.0,GREEN
030907902,09,79,2,0.0,GREEN
032703502,27,35,2,100.0,RED
032505601,25,56,1,100.0,RED
031105803,11,58,3,0.0,GREEN
031101402,11,14,2,0.0,GREEN
031304306,13,43,6,0.0,GREEN
031501606,15,16,6,0.0,GREEN
030701304,07,13,4,0.0,GREEN
031200705,12,7,5,0.0,GREEN
031103303,11,33,3,0.0,GREEN
030602604,06,26,4,0.0,GREEN
031202503,12,25,3,0.0,GREEN
030806203,08,62,3,0.0,GREEN
030803706,08,37,6,0.0,GREEN
030400602,04,6,2,0.0,GREEN
030901604,09,16,4,0.0,GREEN
034605201,46,52,1,100.0,RED
034803302,48,33,2,0.0,GREEN
031705701,17,57,1,0.0,GREEN
031606406,16,64,6,100.0,RED
031606106,16,61,6,100.0,RED
031606605,16,66,5,100.0,RED
030705403,07,54,3,0.0,GREEN
031604605,16,46,5,100.0,RED
031604206,16,42,6,0.0,GREEN
032508701,25,87,1,100.0,RED
030203003,02,30,3,0.0,GREEN
032703603,27,36,3,0.0,GREEN
031607006,16,70,6,100.0,RED
031607005,16,70,5,100.0,RED
031405403,14,54,3,0.0,GREEN
032004506,20,45,6,100.0,RED
032508704,25,87,4,100.0,RED
032709003,27,90,3,100.0,RED
032904002,29,40,2,100.0,RED
030802803,08,28,3,0.0,GREEN
031203702,12,37,2,0.0,GREEN
030301406,03,14,6,0.0,GREEN
030203006,02,30,6,0.0,GREEN
031403403,14,34,3,0.0,GREEN
030603005,06,30,5,0.0,GREEN
031003904,10,39,4,0.0,GREEN
031102204,11,22,4,0.0,GREEN
030804005,08,40,5,0.0,GREEN
030202100,02,21,0,0.0,GREEN
030700405,07,4,5,0.0,GREEN
031601205,16,12,5,0.0,GREEN
031601305,16,13,5,0.0,GREEN
031601806,16,18,6,0.0,GREEN
031601505,16,15,5,0.0,GREEN
031601905,16,19,5,0.0,GREEN
031601605,16,16,5,0.0,GREEN
031605606,16,56,6,100.0,RED
031306806,13,68,6,0.0,GREEN
031602704,16,27,4,100.0,RED
031406606,14,66,6,0.0,GREEN
031201703,12,17,3,0.0,GREEN
032102504,21,25,4,0.0,GREEN
032304201,23,42,1,100.0,RED
032406306,24,63,6,0.0,GREEN
032708401,27,84,1,100.0,RED
032804002,28,40,2,0.0,GREEN
032201006,22,10,6,0.0,GREEN
032809102,28,91,2,100.0,RED
031002603,10,26,3,0.0,GREEN
030600806,06,8,6,0.0,GREEN
030501700,05,17,0,0.0,GREEN
030102201,01,22,1,0.0,GREEN
031604106,16,41,6,0.0,GREEN
032805705,28,57,5,0.0,GREEN
031404305,14,43,5,100.0,RED
030600606,06,6,6,0.0,GREEN
030200501,02,5,1,100.0,RED
034804201,48,42,1,0.0,GREEN
031002005,10,20,5,0.0,GREEN
031605206,16,52,6,100.0,RED
030704205,07,42,5,0.0,GREEN
030301003,03,10,3,0.0,GREEN
031506702,15,67,2,100.0,RED
030702806,07,28,6,0.0,GREEN
032103704,21,37,4,0.0,GREEN
031706603,17,66,3,0.0,GREEN
031507006,15,70,6,0.0,GREEN
030801205,08,12,5,0.0,GREEN
031503805,15,38,5,0.0,GREEN
031207002,12,70,2,100.0,RED
031603006,16,30,6,0.0,GREEN
031602806,16,28,6,0.0,GREEN
031604105,16,41,5,0.0,GREEN
031602705,16,27,5,100.0,RED
031602905,16,29,5,100.0,RED
031603105,16,31,5,0.0,GREEN
032607601,26,76,1,100.0,RED
031001302,10,13,2,0.0,GREEN
032703104,27,31,4,0.0,GREEN
032406106,24,61,6,100.0,RED
031500902,15,9,2,100.0,RED
031405002,14,50,2,100.0,RED
031505304,15,53,4,0.0,GREEN
031006405,10,64,5,0.0,GREEN
032002005,20,20,5,100.0,RED
031605505,16,55,5,100.0,RED
031605405,16,54,5,100.0,RED
031001104,10,11,4,0.0,GREEN
031604805,16,48,5,0.0,GREEN
032705703,27,57,3,0.0,GREEN
032406304,24,63,4,0.0,GREEN
032805706,28,57,6,0.0,GREEN
032805905,28,59,5,100.0,RED
032805303,28,53,3,100.0,RED
030201101,02,11,1,0.0,GREEN
031803701,18,37,1,100.0,RED
031104904,11,49,4,0.0,GREEN
031100903,11,9,3,0.0,GREEN
031406802,14,68,2,100.0,RED
031207003,12,70,3,0.0,GREEN
031407002,14,70,2,0.0,GREEN
030303202,03,32,2,0.0,GREEN
030502404,05,24,4,0.0,GREEN
031305702,13,57,2,0.0,GREEN
032106205,21,62,5,100.0,RED
030700100,07,1,0,0.0,GREEN
032504706,25,47,6,0.0,GREEN
032907703,29,77,3,0.0,GREEN
032908003,29,80,3,100.0,RED
032907803,29,78,3,0.0,GREEN
032907903,29,79,3,0.0,GREEN
032907704,29,77,4,0.0,GREEN
032907804,29,78,4,0.0,GREEN
032907904,29,79,4,0.0,GREEN
032908004,29,80,4,0.0,GREEN
030902404,09,24,4,0.0,GREEN
030905802,09,58,2,0.0,GREEN
032907705,29,77,5,0.0,GREEN
032703106,27,31,6,0.0,GREEN
031005705,10,57,5,0.0,GREEN
032604703,26,47,3,100.0,RED
032602303,26,23,3,100.0,RED
031103806,11,38,6,0.0,GREEN
030601904,06,19,4,0.0,GREEN
032504502,25,45,2,100.0,RED
032703903,27,39,3,0.0,GREEN
032300204,23,2,4,0.0,GREEN
031504104,15,41,4,100.0,RED
032602105,26,21,5,0.0,GREEN
032807903,28,79,3,0.0,GREEN
031505403,15,54,3,100.0,RED
032800303,28,3,3,0.0,GREEN
032600303,26,3,3,100.0,RED
030602703,06,27,3,0.0,GREEN
031605403,16,54,3,100.0,RED
030603706,06,37,6,0.0,GREEN
031101904,11,19,4,0.0,GREEN
030101603,01,16,3,100.0,RED
031602102,16,21,2,200.0,RED
030201302,02,13,2,0.0,GREEN
031402502,14,25,2,0.0,GREEN
031402302,14,23,2,100.0,RED
030500606,05,6,6,0.0,GREEN
031104805,11,48,5,0.0,GREEN
031206202,12,62,2,0.0,GREEN
031206005,12,60,5,100.0,RED
030704806,07,48,6,0.0,GREEN
031506006,15,60,6,0.0,GREEN
032306406,23,64,6,0.0,GREEN
030802606,08,26,6,0.0,GREEN
030101001,01,10,1,100.0,RED
030301002,03,10,2,0.0,GREEN
031103902,11,39,2,0.0,GREEN
031202704,12,27,4,0.0,GREEN
031104302,11,43,2,0.0,GREEN
032301002,23,10,2,0.0,GREEN
031606903,16,69,3,100.0,RED
030806303,08,63,3,0.0,GREEN
032003603,20,36,3,100.0,RED
032006403,20,64,3,100.0,RED
034803002,48,30,2,0.0,GREEN
034707302,47,73,2,100.0,RED
034707202,47,72,2,100.0,RED
034705401,47,54,1,100.0,RED
031904604,19,46,4,0.0,GREEN
031904504,19,45,4,100.0,RED
031904904,19,49,4,100.0,RED
032104202,21,42,2,100.0,RED
032603302,26,33,2,100.0,RED
031400304,14,3,4,0.0,GREEN
031504305,15,43,5,0.0,GREEN
032300805,23,8,5,0.0,GREEN
031101203,11,12,3,0.0,GREEN
031305806,13,58,6,0.0,GREEN
032204902,22,49,2,100.0,RED
032405104,24,51,4,100.0,RED
032808301,28,83,1,100.0,RED
031804901,18,49,1,100.0,RED
031203104,12,31,4,0.0,GREEN
030903202,09,32,2,0.0,GREEN
030701302,07,13,2,0.0,GREEN
031100804,11,8,4,0.0,GREEN
031202510,12,25,10,0.0,GREEN
031501810,15,18,10,0.0,GREEN
032103505,21,35,5,0.0,GREEN
032205906,22,59,6,0.0,GREEN
031700400,17,4,0,0.0,GREEN
031206903,12,69,3,100.0,RED
030805806,08,58,6,0.0,GREEN
030603506,06,35,6,0.0,GREEN
031401606,14,16,6,0.0,GREEN
030100603,01,6,3,0.0,GREEN
032907805,29,78,5,100.0,RED
032900305,29,3,5,0.0,GREEN
032900304,29,3,4,0.0,GREEN
031801901,18,19,1,100.0,RED
031803603,18,36,3,100.0,RED
031803303,18,33,3,0.0,GREEN
031803302,18,33,2,100.0,RED
031803002,18,30,2,100.0,RED
031801803,18,18,3,100.0,RED
032907706,29,77,6,0.0,GREEN
032908006,29,80,6,0.0,GREEN
032907906,29,79,6,0.0,GREEN
030706103,07,61,3,0.0,GREEN
030602806,06,28,6,0.0,GREEN
031404602,14,46,2,100.0,RED
030701802,07,18,2,0.0,GREEN
030804110,08,41,10,0.0,GREEN
030606006,06,60,6,0.0,GREEN
030803004,08,30,4,0.0,GREEN
031104606,11,46,6,0.0,GREEN
031605002,16,50,2,0.0,GREEN
031700501,17,5,1,100.0,RED
032102500,21,25,0,0.0,GREEN
030200602,02,6,2,0.0,GREEN
031005402,10,54,2,0.0,GREEN
031004902,10,49,2,0.0,GREEN
031502805,15,28,5,0.0,GREEN
030501505,05,15,5,0.0,GREEN
030804906,08,49,6,0.0,GREEN
034506610,45,66,10,0.0,GREEN
030502302,05,23,2,0.0,GREEN
031802303,18,23,3,0.0,GREEN
030606805,06,68,5,0.0,GREEN
030706804,07,68,4,0.0,GREEN
031404904,14,49,4,100.0,RED
031003806,10,38,6,0.0,GREEN
030901003,09,10,3,0.0,GREEN
031606500,16,65,0,100.0,RED
030601806,06,18,6,0.0,GREEN
031306500,13,65,0,100.0,RED
030301205,03,12,5,0.0,GREEN
034803105,48,31,5,0.0,GREEN
034802905,48,29,5,0.0,GREEN
034803206,48,32,6,0.0,GREEN
034700403,47,4,3,0.0,GREEN
034803406,48,34,6,0.0,GREEN
034802906,48,29,6,0.0,GREEN
032407405,24,74,5,0.0,GREEN
034800103,48,1,3,0.0,GREEN
034803404,48,34,4,0.0,GREEN
034801904,48,19,4,0.0,GREEN
031701403,17,14,3,300.0,RED
034800705,48,7,5,0.0,GREEN
